sample,model,variable,beta,se,p,n,r2
CHN_pooled,M1_k3a_FSTSsq,FSTSsq_x_k3a,0.007286850022321717,0.0038669379063887193,0.05951116138292756,4439,0.07480918544505877
CHN_pooled,M1_k3a_FSTSsq,lnemp,-0.0035156191311258487,0.016491391786538325,0.8311873132468108,4439,0.07480918544505877
CHN_pooled,M1_k3a_FSTSsq,firm_age,0.012266756327750058,0.002169205740373464,1.5588900046011355e-08,4439,0.07480918544505877
CHN_pooled,M1_k3a_FSTSsq,foreign_dummy,0.20591383627854837,0.0739468428402192,0.005359053451294171,4439,0.07480918544505877
CHN_pooled,M1_k3a_FSTSsq,wave_2024,0.4707180189269305,0.03955079323429069,1.1608910598995352e-32,4439,0.07480918544505877
CHN_pooled,M1_k3bc_FSTSsq,const,12.268851203886225,0.06515416037557564,0.0,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,FSTS,1.5917013406618086,0.3150669138641783,4.3732913492860867e-07,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,FSTS_sq,-1.5624227628940273,0.36965459395215583,2.3713297937435107e-05,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,k3bc,0.013023802315613366,0.0012897401017909092,5.6377255088458396e-24,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,FSTSsq_x_k3bc,-0.007222270191845327,0.006616371273633364,0.2750196359982663,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,lnemp,-0.01238542865011795,0.016650572361672823,0.45697084652558895,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,firm_age,0.012021613031345291,0.0021722980142583267,3.129137859944812e-08,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,foreign_dummy,0.22762228657503014,0.07350945483119149,0.0019581752868937574,4431,0.07960906765773978
CHN_pooled,M1_k3bc_FSTSsq,wave_2024,0.43998234809454106,0.04017036957207864,6.434824719983543e-28,4431,0.07960906765773978
CHN_pooled,M1_k3f_FSTSsq,const,12.263967448167048,0.06586191303170781,0.0,4442,0.05619123841843443
CHN_pooled,M1_k3f_FSTSsq,FSTS,1.6825098593282108,0.3160408486942463,1.0167189478068075e-07,4442,0.05619123841843443
CHN_pooled,M1_k3f_FSTSsq,FSTS_sq,-1.6885219583580897,0.37522298677393495,6.793768776479101e-06,4442,0.05619123841843443
CHN_pooled,M1_k3f_FSTSsq,k3f,0.006855030391141559,0.002064693248336068,0.0008997859947011444,4442,0.05619123841843443
CHN_pooled,M1_k3f_FSTSsq,FSTSsq_x_k3f,-0.00954215220624798,0.004961815141378135,0.05446532854385178,4442,0.05619123841843443
